userId_url,css-4rbku5 href 2,Username,UserId,Tweet_Url,Date-Time,Tweets,Comments,Retweets,Likes,css-4rbku5 href 6,Impressions
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1523674759925760000,"May 9, 2022",No takesies backsies,23K,55K,1.1M,https://twitter.com/MrBeast/status/1523674759925760000/analytics,11M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1721568819309649950,Nov 6,I bought a house before Halloween and gave it to a random Trick Or Treater :D,6.4K,5.9K,112K,https://twitter.com/MrBeast/status/1721568819309649950/analytics,12M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1720840900283163032,Nov 4,"I already know I’m gonna get canceled because I uploaded a video helping people, and to be 100% clear, I don’t care. I’m always going to use my channel to help people and try to inspire my audience to do the same",14K,20K,346K,https://twitter.com/MrBeast/status/1720840900283163032/analytics,30M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1720833473491988592,Nov 4,"We built 100 wells in Africa, Go Watch :D",4.5K,6.7K,116K,https://twitter.com/MrBeast/status/1720833473491988592/analytics,11M
https://twitter.com/LarryPKent,https://twitter.com/LarryPKent,@LarryPKent,Ad,https://t.co/Vxh7g0Qykh?twclid=221hic1n31jg93m4u73z2f6f9w,on-tract.com/heart/,https://,?twclid=221hic1n31jg93m4u73z2f6f9w,1.9K,3.5K,,30K
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1720597748234231937,Nov 4,We’ve spent over 8 months working on tomorrow’s video and it’s the greatest thing I’ve ever done! SO EXCITED FOR YOU ALL TO WATCH IT,3.4K,3.2K,101K,https://twitter.com/MrBeast/status/1720597748234231937/analytics,9.8M
,,,,,,,,,,,
https://twitter.com/ChandlerHallow,https://twitter.com/ChandlerHallow,@ChandlerHallow,Follow,,,Jesus loves You Follower of Jesus,,,,,
https://twitter.com/TubboLive,https://twitter.com/TubboLive,@TubboLive,Follow,https://t.co/KBVfwDWBoU,twitch.tv/tubbo,I'm live everyday at,http://,after 6pm BST,,,
https://twitter.com/KSI,https://twitter.com/KSI,@KSI,Follow,https://t.co/uiuQ5ByCIW,lnk.to/KSI-Easy,Account run by Team KSI. Founder of,https://,CEO of,"// “Easy"" with Bugzy Malone & R3HAB out now",https://twitter.com/misfitsboxing,
https://twitter.com/i/connect_people?user_id=2455740283,,,,,,,,,,,
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1717591871738773928,Oct 26,We were digging up dinosaur fossils in the middle of the desert and I accidentally got my fingers caught under a giant bone and messed them up but instead of telling people that I’ve been saying I got in a fight and won because it’s easier to explain,4.2K,3.2K,105K,https://twitter.com/MrBeast/status/1717591871738773928/analytics,13M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1716216114718408761,Oct 23,I just got measured at 6’5. Why am I still getting taller in my 20s,5.9K,4.1K,144K,https://twitter.com/MrBeast/status/1716216114718408761/analytics,23M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1721568819309649950,Nov 6,I bought a house before Halloween and gave it to a random Trick Or Treater :D,6.4K,5.9K,112K,https://twitter.com/MrBeast/status/1721568819309649950/analytics,12M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1713997169689038848,Oct 17,Found these comments on an old video lol,3.6K,3.6K,161K,https://twitter.com/MrBeast/status/1713997169689038848/analytics,17M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1713583920082477190,Oct 15,4.3K,4.3K,115K,14M,https://twitter.com/MrBeast/status/1713583920082477190/analytics,
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1713586730257764713,Oct 15,"What’s interesting is it’s with a closed mouth thumbnail (thank gosh open mouth was cringe)

I screamed way less in the video lol

We slowed the video down a lot

Showed more of me and the boys being dumb

cut less than I normally do

And it seems like everyone liked the changes.…",1.5K,924,36K,https://twitter.com/MrBeast/status/1713586730257764713/analytics,3.5M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1713405847089422378,Oct 15,"We hit 200,000,000 subscribers!
If you traveled back in time and showed this screenshot to me when I was 13, there is 0 shot he’d believe it’s real haha",9.5K,15K,256K,https://twitter.com/MrBeast/status/1713405847089422378/analytics,19M
https://twitter.com/SRMDharampur,https://twitter.com/SRMDharampur,@SRMDharampur,Ad,https://twitter.com/hashtag/PujyaGurudevshri?src=hashtag_click,#PujyaGurudevshri,"Rakeshji shows us how to make life sweeter through the delightful world of mithai. Let’s dive into the joy of mithai and sweeten our lives with the wisdom it offers. 

Watch now to unwrap the secrets to a sweeter…",Show more,8,76,,372
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1713223378574692530,Oct 14,"Justin Timberlake, Miranda Cosgrove, Mark Cuban, and our biggest explosions yet are all in the new video! Go watch :D",2.2K,2K,53K,https://twitter.com/MrBeast/status/1713223378574692530/analytics,7.8M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1710686538802081928,Oct 7,3.3K,1.8K,71K,9.3M,https://twitter.com/MrBeast/status/1710686538802081928/analytics,
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1711099988388855913,Oct 9,Seems like everyone liked it,1.2K,357,18K,https://twitter.com/MrBeast/status/1711099988388855913/analytics,2.5M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1711088934518702120,Oct 9,"I won $10,000 in a board game tournament",3.8K,3.3K,120K,https://twitter.com/MrBeast/status/1711088934518702120/analytics,12M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1709945147767840830,Oct 5,When I had a few thousand subscribers I made a video predicting how many subscribers I’d have in 10 years and schedule it to manually go public in 10 years… that video goes live in two years from today,3.9K,7K,227K,https://twitter.com/MrBeast/status/1709945147767840830/analytics,17M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1709046466629554577,Oct 3,Lots of people are getting this deepfake scam ad of me… are social media platforms ready to handle the rise of AI deepfakes? This is a serious problem,8K,11K,167K,https://twitter.com/MrBeast/status/1709046466629554577/analytics,33M
https://twitter.com/ChinaBizHub,https://twitter.com/ChinaBizHub,@ChinaBizHub,Ad,,,,,3.8K,12K,https://twitter.com/ChinaBizHub/status/1717867991168070118/photo/1,159K
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1708892535018405992,Oct 2,2.6K,4.8K,111K,12M,https://twitter.com/MrBeast/status/1708892535018405992/analytics,":)

I love Basketball so it only makes sense for Feastables’s first sponsorship to be with my home team"
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1709046466629554577,Oct 3,Lots of people are getting this deepfake scam ad of me… are social media platforms ready to handle the rise of AI deepfakes? This is a serious problem,8K,11K,167K,https://twitter.com/MrBeast/status/1709046466629554577/analytics,33M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1708892765713539357,Oct 2,Can’t wait to see what the logo will look like on the court,520,186,10K,https://twitter.com/MrBeast/status/1708892765713539357/analytics,1.1M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1707872553715302808,Sep 30,"I messed up.. I bought a random grocery store and told a random person I’d give him $10,000 everyday he lives in it and it’s been weeks and he shows no signs of ever leaving. I’m gonna go broke",13K,14K,413K,https://twitter.com/MrBeast/status/1707872553715302808/analytics,36M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1707869557161955744,Sep 30,90K,22K,324K,52M,https://twitter.com/MrBeast/status/1707869557161955744/analytics,
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1707869833356833225,Sep 30,"I’m about to run this experiment, let’s see how they do!",7.6K,3.1K,76K,https://twitter.com/MrBeast/status/1707869833356833225/analytics,5M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1707016946560938345,Sep 27,"They say it takes 10,000 hours to master something but I think we should switch the saying to 10,000 days",3.7K,5.4K,109K,https://twitter.com/MrBeast/status/1707016946560938345/analytics,13M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1709046466629554577,Oct 3,Lots of people are getting this deepfake scam ad of me… are social media platforms ready to handle the rise of AI deepfakes? This is a serious problem,8K,11K,167K,https://twitter.com/MrBeast/status/1709046466629554577/analytics,33M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1703789620180246965,Sep 18,7.5K,12K,289K,49M,https://twitter.com/MrBeast/status/1703789620180246965/analytics,Show more
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1703839891342102563,Sep 19,"When I was 12 I basically decided I’d either become a YouTuber or die trying. There really wasn’t a reality in my head where I didn’t make it, just the time was the issue. I’d still be making videos at 70 years old even if no one watched them. (Luckily it didn’t get to that point…",1.4K,1.4K,61K,https://twitter.com/MrBeast/status/1703839891342102563/analytics,6.7M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1703122541316112671,Sep 17,4K,2.9K,97K,10M,https://twitter.com/MrBeast/status/1703122541316112671/analytics,
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1703124809855418687,Sep 17,"We compare cars at these price points in the video 

$1
$100,000
$200,000
$300,000
$500,000
$1,000,000 (10x)
$2,000,000
$10,000,000
$30,000,000
$50,000,000
$100,000,000",1.6K,658,31K,https://twitter.com/MrBeast/status/1703124809855418687/analytics,2.8M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1701812094033952824,Sep 13,I thought this guy was Elon Musk but as I got closer I realized he wasn’t but I was in too deep on the picture to back out,5.3K,6K,282K,https://twitter.com/MrBeast/status/1701812094033952824/analytics,17M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1700848335853175155,Sep 10,Not gonna lie it’s the next day and I went to stand up and my right knee was throbbing lol,2.4K,2.6K,115K,https://twitter.com/MrBeast/status/1700848335853175155/analytics,17M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1700561306481279137,Sep 9,"As always the sidemen charity match was awesome. It raised millions for charity, had over 2,700,000 concurrent viewers, and me/all the creators had an amazing time. Well done sidemen",2.1K,3.5K,145K,https://twitter.com/MrBeast/status/1700561306481279137/analytics,10M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1699459457002918138,Sep 6,4.5K,4.4K,161K,19M,https://twitter.com/MrBeast/status/1699459457002918138/analytics,
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1699504653971472394,Sep 7,My mouth is now closed in all my thumbnails but the war has just begun. We must not rest until mouths are closed in everyone’s thumbnails,1.1K,532,40K,https://twitter.com/MrBeast/status/1699504653971472394/analytics,3.1M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1698002980555878517,Sep 2,"Just uploaded, we got the world’s largest shredder and dropped things in it lol",3.8K,2.3K,72K,https://twitter.com/MrBeast/status/1698002980555878517/analytics,7.8M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1700848335853175155,Sep 10,Not gonna lie it’s the next day and I went to stand up and my right knee was throbbing lol,2.4K,2.6K,115K,https://twitter.com/MrBeast/status/1700848335853175155/analytics,17M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1697632897623118244,Sep 1,"In tomorrow’s video we knocked over the world’s largest domino chain, cut a roller coaster and half and had manikins ride it, blew up a 100 foot creeper, tossed things in the world’s largest shredder, saw if a $100,000 safe could withstand $100,000 in TNT, etc.

It’s my favorite…",2.5K,1.8K,37K,https://twitter.com/MrBeast/status/1697632897623118244/analytics,8M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1695493740331446648,Aug 26,"In order to upload weekly videos later this year I’ve been filming every single day (and only have a couple days off filming between now and end of year) and I’m dying mentally. I hope you guys love these videos when they go up, I’m pushing myself to the max to get them done",7.7K,4.7K,163K,https://twitter.com/MrBeast/status/1695493740331446648/analytics,14M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1694721530981409167,Aug 24,"We have a couple videos this year that have open brand slots! Our average video is doing over 100,000,000 views in a week (most the video’s views come after the first week) and all the $ you pay goes towards the content! 

Dm",2.4K,1.7K,54K,https://twitter.com/MrBeast/status/1694721530981409167/analytics,10M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1693713146807021708,Aug 22,Training for the,4K,3.8K,142K,https://twitter.com/MrBeast/status/1693713146807021708/analytics,13M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1700848335853175155,Sep 10,Not gonna lie it’s the next day and I went to stand up and my right knee was throbbing lol,2.4K,2.6K,115K,https://twitter.com/MrBeast/status/1700848335853175155/analytics,17M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1697632897623118244,Sep 1,"In tomorrow’s video we knocked over the world’s largest domino chain, cut a roller coaster and half and had manikins ride it, blew up a 100 foot creeper, tossed things in the world’s largest shredder, saw if a $100,000 safe could withstand $100,000 in TNT, etc.

It’s my favorite…",2.5K,1.8K,37K,https://twitter.com/MrBeast/status/1697632897623118244/analytics,8M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1693322109236191439,Aug 20,New Beast Philanthropy video! We built an orphanage and we’re obviously using the revenue from the video to sustain it so give it a watch to help out :D,2K,2.3K,37K,https://twitter.com/MrBeast/status/1693322109236191439/analytics,4.7M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1688213268312322048,Aug 6,5.4K,8.2K,238K,18M,https://twitter.com/MrBeast/status/1688213268312322048/analytics,
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1697632897623118244,Sep 1,"In tomorrow’s video we knocked over the world’s largest domino chain, cut a roller coaster and half and had manikins ride it, blew up a 100 foot creeper, tossed things in the world’s largest shredder, saw if a $100,000 safe could withstand $100,000 in TNT, etc.

It’s my favorite…",2.5K,1.8K,37K,https://twitter.com/MrBeast/status/1697632897623118244/analytics,8M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1690752344999260160,Aug 13,1.3K,1.3K,68K,5.5M,https://twitter.com/MrBeast/status/1690752344999260160/analytics,
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1693291545120624730,Aug 20,7 days later we broke it again,1.5K,1.3K,59K,https://twitter.com/MrBeast/status/1693291545120624730/analytics,3.3M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1692947508270404031,Aug 19,Can we get MrBeastOlympics trending for fun?,5.6K,4.8K,105K,https://twitter.com/MrBeast/status/1692947508270404031/analytics,7.2M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1692930307610104188,Aug 19,I flew down a person from EVERY country on earth to compete for a solid gold medal! Go watch :D,7.1K,8.4K,224K,https://twitter.com/MrBeast/status/1692930307610104188/analytics,17M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1692663701935890896,Aug 19,Been a little over a year of lifting,13K,13K,526K,https://twitter.com/MrBeast/status/1692663701935890896/analytics,26M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1692570687578222634,Aug 18,Tomorrow every country on earth competes for a solid gold 20 pound medal,2.9K,4.5K,77K,https://twitter.com/MrBeast/status/1692570687578222634/analytics,11M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1691869070696526002,Aug 16,This Saturday every country on earth competes in my most insane challenges and sets yet,3.4K,2.6K,68K,https://twitter.com/MrBeast/status/1691869070696526002/analytics,11M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1690922693439234048,Aug 14,"Here’s a sneak peak of next Saturday’s video! (this is just one of the challenges, the other sets are also insane",2.9K,3.5K,84K,https://twitter.com/MrBeast/status/1690922693439234048/analytics,9.3M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1692570687578222634,Aug 18,Tomorrow every country on earth competes for a solid gold 20 pound medal,2.9K,4.5K,77K,https://twitter.com/MrBeast/status/1692570687578222634/analytics,11M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1690494514178191360,Aug 13,Next Saturday’s video I had a subscriber from every country on earth compete in my own version of Extreme Olympics… the sets are 2x bigger than our squid game sets and it’s my biggest video ever (here are some random screenshots,5K,5.9K,165K,https://twitter.com/MrBeast/status/1690494514178191360/analytics,12M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1692570687578222634,Aug 18,Tomorrow every country on earth competes for a solid gold 20 pound medal,2.9K,4.5K,77K,https://twitter.com/MrBeast/status/1692570687578222634/analytics,11M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1690922693439234048,Aug 14,"Here’s a sneak peak of next Saturday’s video! (this is just one of the challenges, the other sets are also insane",2.9K,3.5K,84K,https://twitter.com/MrBeast/status/1690922693439234048/analytics,9.3M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1690393036960722944,Aug 12,New video with Pewdiepie and Sidemen just went live!,2.6K,1.7K,63K,https://twitter.com/MrBeast/status/1690393036960722944/analytics,5M
https://twitter.com/MyIndusIndBank,https://twitter.com/MyIndusIndBank,@MyIndusIndBank,Ad,https://twitter.com/hashtag/CWC23?src=hashtag_click,#CWC23,"Final!

Share your filmy cheer starting with the letter of the day “A” with",Show more,36,19,https://twitter.com/MyIndusIndBank/status/1724109412854374482/photo/1,241
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1523674759925760000,"May 9, 2022",23K,55K,1.1M,,https://twitter.com/MrBeast/status/1523674759925760000/analytics,
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1689758373020127232,Aug 11,"Now that Twitter is called X, does that nullify our agreement?",3.1K,1.2K,88K,https://twitter.com/MrBeast/status/1689758373020127232/analytics,4.6M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1688586852872208390,Aug 7,Our video dropping on Saturday has Pewdiepie and the Sidemen in it,3.7K,4.4K,152K,https://twitter.com/MrBeast/status/1688586852872208390/analytics,10M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1687881101417783296,Aug 5,I’m doing this for Pewdiepie,10K,27K,703K,https://twitter.com/MrBeast/status/1687881101417783296/analytics,36M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1690922693439234048,Aug 14,"Here’s a sneak peak of next Saturday’s video! (this is just one of the challenges, the other sets are also insane",2.9K,3.5K,84K,https://twitter.com/MrBeast/status/1690922693439234048/analytics,9.3M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1687856614219665408,Aug 5,I spent 7 days living on a raft in the middle of the ocean.. go watch :D,5.9K,6.5K,234K,https://twitter.com/MrBeast/status/1687856614219665408/analytics,13M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,@MrBeast,·,https://twitter.com/MrBeast/status/1681402739060817930,Jul 19,8.1K,3.1K,120K,14M,https://twitter.com/MrBeast/status/1681402739060817930/analytics,"Trying to get more over!!! 
Y’all are crazy"
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1683176302503772161,Jul 23,"Ngl the UK goes harder than I thought, I’m having someone drive to stores and send pics and most look like this lol

I promise we’ll fix this asap!",2.7K,623,22K,https://twitter.com/MrBeast/status/1683176302503772161/analytics,4.2M
https://twitter.com/MrBeast,https://twitter.com/MrBeast,MrBeast,@MrBeast,https://twitter.com/MrBeast/status/1682530774103339008,Jul 22,These took way longer to build then I thought it would lol,3.8K,4.1K,130K,https://twitter.com/MrBeast/status/1682530774103339008/analytics,10M
